config_name,config_id,diffusion,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I
LHS_3954_DCC_Type1,0,"{'dU': 1.0, 'dV': 10.0, 'dW': 10.0}",1000000,969615,951296,111,111,111,0,0,0.0111,0.0111,0.0111
LHS_3954_DCC_Type1_Var1,1,"{'dU': 1.0, 'dV': 0.0, 'dW': 10.0}",1000000,969615,951296,2,2,2,0,0,0.0002,0.0002,0.0002
LHS_3954_DCC_Type1_Var2,2,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,969615,951296,403,413,109,293,11,0.0403,0.0413,0.0109
LHS_3954_DCC_Type1_Control,3,"{'dU': 1.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,0,0,0,0,0,0.0,0.0,0.0
LHS_3954_DCC_Type2_Equal,4,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,658,658,365,293,0,0.0658,0.0658,0.0365
LHS_3954_DCC_Type2_Unequal1,5,"{'dU': 1.0, 'dV': 0.1, 'dW': 0.0}",1000000,969615,951296,2837,2837,2543,294,0,0.2837,0.2837,0.2543
LHS_3954_DCC_Type2_Unequal2,6,"{'dU': 10.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,2835,2835,2542,293,0,0.2835,0.2835,0.2542
LHS_3954_DCC_Type2_Unequal3,7,"{'dU': 0.1, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,404,414,110,293,11,0.0404,0.0414,0.011
LHS_3954_DCC_Type2_Unequal4,8,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,969615,951296,403,413,109,293,11,0.0403,0.0413,0.0109
LHS_3954_DCC_Type3_Equal,9,"{'dU': 0.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_DCC_Type3_Unequal1,10,"{'dU': 0.0, 'dV': 0.1, 'dW': 1.0}",1000000,969615,951296,6033,6033,0,6033,0,0.6033,0.6033,0.0
LHS_3954_DCC_Type3_Unequal2,11,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,969615,951296,6701,6701,1,6689,11,0.6701,0.6701,0.0001
LHS_3954_DCC_Type3_Unequal3,12,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_DCC_Type3_Unequal4,13,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,969615,951296,6758,6758,1,6746,11,0.6758,0.6758,0.0001
LHS_3954_CDD_Type1,14,"{'dU': 10.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,177,177,177,0,0,0.0177,0.0177,0.0177
LHS_3954_CDD_Type1_Control,15,"{'dU': 1.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,0,0,0,0,0,0.0,0.0,0.0
LHS_3954_CDD_Type2_Equal,16,"{'dU': 0.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_CDD_Type2_Unequal1,17,"{'dU': 0.0, 'dV': 0.1, 'dW': 1.0}",1000000,969615,951296,6033,6033,0,6033,0,0.6033,0.6033,0.0
LHS_3954_CDD_Type2_Unequal2,18,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,969615,951296,6701,6701,1,6689,11,0.6701,0.6701,0.0001
LHS_3954_CDD_Type2_Unequal3,19,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_CDD_Type2_Unequal4,20,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,969615,951296,6758,6758,1,6746,11,0.6758,0.6758,0.0001
LHS_3954_CDD_Type3_Equal,21,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,658,658,365,293,0,0.0658,0.0658,0.0365
LHS_3954_CDD_Type3_Unequal1,22,"{'dU': 1.0, 'dV': 0.1, 'dW': 0.0}",1000000,969615,951296,2837,2837,2543,294,0,0.2837,0.2837,0.2543
LHS_3954_CDD_Type3_Unequal2,23,"{'dU': 0.1, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,404,414,110,293,11,0.0404,0.0414,0.011
LHS_3954_CDD_Type3_Unequal3,24,"{'dU': 10.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,2835,2835,2542,293,0,0.2835,0.2835,0.2542
LHS_3954_CDD_Type3_Unequal4,25,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,969615,951296,403,413,109,293,11,0.0403,0.0413,0.0109
LHS_3954_CDD_Type3_Var1,26,"{'dU': 1.0, 'dV': 0.0, 'dW': 1.0}",1000000,969615,951296,19,19,19,0,0,0.0019,0.0019,0.0019
LHS_3954_CCD_Type1,27,"{'dU': 10.0, 'dV': 10.0, 'dW': 1.0}",1000000,969615,951296,47,47,47,0,0,0.0047,0.0047,0.0047
LHS_3954_CCD_Type1_Var1,28,"{'dU': 10.0, 'dV': 0.0, 'dW': 1.0}",1000000,969615,951296,707,707,707,0,0,0.0707,0.0707,0.0707
LHS_3954_CCD_Type1_Control,30,"{'dU': 1.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,0,0,0,0,0,0.0,0.0,0.0
LHS_3954_CCD_Type2_Equal,31,"{'dU': 0.0, 'dV': 1.0, 'dW': 1.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_CCD_Type2_Unequal1,32,"{'dU': 0.0, 'dV': 0.1, 'dW': 1.0}",1000000,969615,951296,6033,6033,0,6033,0,0.6033,0.6033,0.0
LHS_3954_CCD_Type2_Unequal2,33,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,969615,951296,6701,6701,1,6689,11,0.6701,0.6701,0.0001
LHS_3954_CCD_Type2_Unequal3,34,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0
LHS_3954_CCD_Type2_Unequal4,35,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,969615,951296,6758,6758,1,6746,11,0.6758,0.6758,0.0001
LHS_3954_CCD_Type3_Equal,36,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,658,658,365,293,0,0.0658,0.0658,0.0365
